section,page,cusip,description,naic_designation,svo_symbol,actual_cost,par_value,fair_value,bacv,stated_rate,effective_rate,acquired,maturity
ABS,6010,BCC321-1K-4,,2.C,FE,9459061,10105877,10123643,9902476,5.301,5.734,10/03/2023,08/20/2034
ABS,6010,BCC32G-09-7,,1.C,FE,4480421,5875510,5853853,5418588,3.759,5.947,10/04/2022,10/15/2034
ABS,6010,BCC32G-0C-0,,1.F,FE,6618603,6580571,6552064,6580571,4.109,4.16,09/15/2021,10/15/2034
ABS,6010,BCC32G-0D-8,,2.C,FE,7682307,7638163,7620037,7638163,5.059,5.121,09/15/2021,10/15/2034
ABS,6010,BCC32H-4Q-3,,2.C,FE,15066350,15276325,15291052,15276325,5.209,5.273,09/27/2021,07/15/2034
ABS,6010,BCC32H-KS-1,,1.F,FE,3708438,4112857,4112807,4018351,4.409,4.959,08/04/2023,01/15/2036
ABS,6010,BCC32H-KT-9,,2.C,FE,2200250,2406609,2412286,2391004,5.409,5.609,07/29/2024,01/15/2036
ABS,6010,BCC32N-02-7,,1.C,FE,2579405,2585224,2385094,2585224,1.95,2.012,09/22/2021,04/20/2034
ABS,6010,BCC32N-03-5,,1.F,FE,17000621,17038978,17038740,17038978,4.004,4.06,09/22/2021,04/20/2034
ABS,6010,BCC32N-04-3,,2.C,FE,5041563,5052938,5017719,5052938,5.004,5.07,09/22/2021,04/20/2034
ABS,6010,BCC32N-CF-5,,1.C,FE,10436840,10575917,9781634,10575917,2.05,2.055,09/24/2021,10/15/2034
ABS,6010,BCC32N-CG-3,,1.F,FE,4216839,4230367,4230320,4230367,4.109,4.16,09/24/2021,10/15/2034
ABS,6010,BCC32N-CH-1,,2.C,FE,5548821,5834381,5795653,5702120,5.009,5.547,07/26/2023,10/15/2034
ABS,6010,BCC32Q-RK-1,,1.B,FE,1171344,1175102,1115302,1175102,2.0,2.075,09/24/2021,04/20/2032
ABS,6010,BCC32Q-RN-5,,1.E,FE,16633088,16686448,16686214,16686448,4.004,4.059,09/24/2021,04/20/2032
ABS,6010,BCC32Q-RR-6,,2.B,FE,11303472,11339734,11339484,11339734,5.004,5.07,09/24/2021,04/20/2032
ABS,6010,BCC32S-S9-1,,1.C,FE,2014659,2761490,2758452,2567147,3.759,5.74,09/30/2022,10/15/2035
ABS,6010,BCC32S-SC-4,,1.G,FE,8129137,8225714,8225623,8225714,4.259,4.312,09/27/2021,10/15/2035
ABS,6010,BCC32S-SD-2,,2.C,FE,1330608,1762653,1766733,1572662,5.309,7.782,12/13/2022,10/15/2035
ABS,6010,BCC32Y-Z3-3,,1.C,FE,12865720,17626529,17632258,16215560,3.709,6.111,09/27/2022,10/15/2034
ABS,6010,BCC32Y-Z5-8,,1.F,FE,13851055,14101223,14101068,14101223,4.109,4.16,10/05/2021,10/15/2034
ABS,6010,BCC32Y-Z6-6,,2.C,FE,16736692,17038978,16964467,17038978,5.009,5.07,10/05/2021,10/15/2034
ABS,6010,BCC330-D5-5,,1.C,FE,3967637,5405469,5405377,5039724,3.88,5.589,10/05/2022,12/15/2034
ABS,6010,BCC330-D6-3,,1.C,FE,3870517,6169285,5682424,5314952,2.1,5.708,10/12/2022,12/15/2034
ABS,6010,BCC330-L9-8,,1.C,FE,5592985,7638163,6992203,6832942,2.05,4.758,01/29/2024,10/15/2035
ABS,6010,BCC331-7N-1,,1.C,FE,9655391,11810950,11815142,11359668,3.789,4.831,07/29/2024,10/15/2034
ABS,6010,BCC331-7Q-4,,1.F,FE,7137386,7226877,7226797,7226877,4.109,4.16,10/15/2021,10/15/2034
ABS,6010,BCC331-7R-2,,2.C,FE,11199313,11339734,11260072,11339734,5.009,5.07,10/15/2021,10/15/2034
ABS,6010,BCC334-KB-6,,1.F,FE,18782173,19036651,19036061,19036651,4.351,4.348,10/20/2021,11/20/2034
ABS,6010,BCC334-KC-4,,2.C,FE,14550387,14747529,14783204,14747529,5.351,5.36,10/20/2021,11/20/2034
ABS,6010,BCC335-PX-0,,1.F,FE,19677127,19964982,19956916,19961571,4.126,4.165,03/21/2024,10/15/2034
ABS,6010,BCC335-PY-8,,2.C,FE,12268835,12606494,12549714,12599352,5.026,5.083,05/22/2024,10/15/2034
ABS,6010,BCC337-TP-9,,1.F,FE,3496624,3525306,3526593,3526727,4.301,4.289,10/29/2025,11/20/2034
ABS,6010,BCC337-TQ-7,,2.B,FE,25155474,25382202,25266891,25382202,5.051,5.056,10/21/2021,11/20/2034
ABS,6010,BCC339-BV-1,,2.C,FE,491202,558173,557376,530597,5.25,6.308,04/07/2025,12/15/2034
ABS,6010,BCC339-YT-1,,1.C,FE,6046649,8101153,8074856,7566867,3.826,5.639,10/04/2022,10/15/2035
ABS,6010,BCC33C-C8-4,,1.C,FE,14372661,19835721,19835384,18086389,3.816,6.156,09/27/2022,01/24/2035
ABS,6011,BCC33C-CC-5,,2.C,FE,3399473,3584061,3592541,3574414,5.516,5.581,10/02/2024,01/24/2035
ABS,6011,BCC33D-H5-3,,1.C,FE,3641437,4700408,4695115,4443839,3.759,5.281,07/13/2022,10/15/2035
ABS,6011,BCC33D-H7-9,,1.G,FE,9542706,9694591,9665711,9694464,4.259,4.312,07/29/2024,10/15/2035
ABS,6011,BCC33J-7J-1,,1.F,FE,11782031,12044795,12044578,12038038,4.41,4.476,01/18/2024,10/21/2034
ABS,6011,BCC33J-7K-8,,2.C,FE,24764734,25264692,25265121,25264692,5.46,5.527,11/10/2021,10/21/2034
ABS,6011,BCC33L-PT-4,,1.G,FE,34413141,35253058,35093996,35253058,4.109,4.16,11/11/2021,12/15/2034
ABS,6011,BCC33L-PX-5,,2.C,FE,29824722,30552650,30399948,30552650,5.109,5.172,11/11/2021,12/15/2034
ABS,6011,BCC33N-Q2-8,,1.C,FE,1085722,1175102,1175087,1175102,3.76,3.959,07/25/2024,01/21/2035
ABS,6011,BCC33Q-GP-1,,2.C,FE,5866005,6815591,6830817,6383035,5.159,6.632,07/27/2023,01/15/2036
ABS,6011,BCC33S-S1-7,,1.F,FE,11348548,11751019,11725860,11751019,4.234,4.214,11/18/2021,07/29/2034
ABS,6011,BCC33S-S2-5,,2.C,FE,27803943,28789998,28789019,28789998,5.234,5.225,11/18/2021,07/29/2034
ABS,6011,BCC33X-3V-7,,1.C,FE,2334019,3231530,3235066,3047894,3.796,5.845,09/28/2022,01/15/2034
ABS,6011,BCC33X-40-4,,1.F,FE,11649896,12162305,12162171,12162305,4.176,4.211,11/24/2021,01/15/2034
ABS,6011,BCC33X-43-8,,2.C,FE,5627969,5875510,5885193,5875510,5.276,5.324,11/24/2021,01/15/2034
ABS,6011,BCC33Y-1M-7,,1.F,FE,13079560,13631183,13637507,13631183,4.365,4.365,11/26/2021,12/25/2035
ABS,6011,BCC33Y-1Q-8,,2.C,FE,11875015,12397325,12465337,12397325,5.365,5.377,11/26/2021,12/25/2035
ABS,6011,BCC341-RN-8,,2.C,FE,4840271,5875510,5877002,5457871,5.6,7.139,07/26/2023,06/15/2034
ABS,6011,BCC34Q-0B-8,,1.F,FE,8029040,8343224,8343115,8343224,4.509,4.565,02/11/2022,03/15/2035
ABS,6011,BCC34Q-0F-9,,2.C,FE,11760847,12221060,12105156,12221060,5.609,5.678,02/11/2022,03/15/2035
ABS,6011,BCC34Q-Q9-5,,2.C,FE,8564969,8813265,8838497,8813265,5.369,5.425,02/07/2022,10/10/2034
ABS,6011,BCC34S-Q6-7,,1.F,FE,16706717,17156488,17156197,17156488,4.354,4.414,02/02/2022,04/20/2035
ABS,6011,BCC34S-Q9-1,,2.C,FE,13731548,14101223,14147433,14101223,5.354,5.425,02/02/2022,04/20/2035
ABS,6011,BCC34Y-ZT-4,,1.C,FE,21788241,22326937,20612384,22326937,2.25,2.256,02/09/2022,04/15/2035
ABS,6011,BCC350-81-8,,1.C,FE,1433039,1938918,1938893,1801615,3.71,5.493,10/05/2022,01/26/2036
ABS,6011,BCC350-89-1,,1.C,FE,4305161,4700408,4292281,4354102,2.1,3.834,10/29/2025,01/20/2036
ABS,6011,BCC350-8B-6,,1.F,FE,5535804,5875510,5875416,5873577,4.254,4.32,09/12/2024,01/20/2036
ABS,6011,BCC350-8C-4,,2.C,FE,4173290,4230367,4209482,4210169,5.304,5.47,10/29/2025,01/20/2036
ABS,6011,BCC351-MC-6,,1.F,FE,9154366,9400816,9400618,9400816,4.315,4.313,02/03/2022,10/25/2034
ABS,6011,BCC352-TR-4,,1.F,FE,5911644,6110530,6115614,6110530,4.609,4.666,02/17/2022,04/15/2036
ABS,6011,BCC353-PY-1,,2.C,FE,16962761,17626529,17626970,17626529,5.515,5.528,02/14/2022,04/25/2035
ABS,6011,BCC353-TP-6,,1.C,FE,11403549,11751019,10739174,11751019,2.2,2.206,02/11/2022,01/15/2036
ABS,6011,BCC353-TQ-4,,1.F,FE,18245678,18801631,18801405,18801631,4.309,4.362,02/11/2022,01/15/2036
ABS,6011,BCC353-TR-2,,2.C,FE,18473749,19036651,19036309,19036651,5.309,5.374,02/11/2022,01/15/2036
ABS,6011,BCC359-39-7,,1.C,FE,9625838,9988366,9456116,9988366,2.75,2.759,02/23/2022,04/15/2035
ABS,6011,BCC359-3B-2,,1.F,FE,15288095,15863876,15863686,15863876,4.426,4.464,02/23/2022,04/15/2035
ABS,6011,BCC359-3C-0,,2.C,FE,18119224,18801631,18801800,18801631,5.526,5.577,02/23/2022,04/15/2035
ABS,6011,BCC36F-DS-9,,1.F,FE,12130615,13689938,13712526,13689938,5.876,5.932,05/13/2022,07/15/2035
ABS,6011,BCC36F-DT-7,,2.C,FE,14577563,16451427,16459916,16451427,7.276,7.354,05/13/2022,07/15/2035
ABS,6011,BCC379-KP-0,,1.C,FE,3796436,4465387,4468781,4425201,4.79,5.151,07/29/2022,10/23/2034
ABS,6011,BCC3GC-NH-8,,1.F,FE,24587097,27027345,26899397,27027345,4.259,4.298,06/20/2024,10/15/2037
ABS,6011,BCC3GC-NJ-4,,2.C,FE,16355764,17979060,18011458,17979060,5.259,5.308,06/20/2024,10/15/2037
ABS,6011,BCC3GW-2G-9,,1.F,FE,1565821,1645143,1645250,1642503,4.304,4.665,09/25/2024,04/20/2037
ABS,6011,BCC3JP-GF-8,,1.C,FE,9153866,10329146,10360691,10329146,4.059,4.11,11/22/2024,01/15/2038
ABS,6011,BCC3JP-GH-4,,2.C,FE,6248373,7050612,7084067,7050612,5.559,5.628,11/22/2024,01/15/2038
ABS,6011,G0R37G-AS-4,,1.F,FE,1891394,1909541,1912615,1907958,4.071,4.16,10/29/2025,04/16/2030
ABS,6011,G0R37G-BF-1,,1.F,FE,2277324,2350204,2353988,2337590,4.071,4.402,09/25/2020,04/16/2030
ABS,6011,G6179R-AB-1,,1.B,FE,1138500,1375000,1223320,1191023,4.297,5.904,11/03/2021,12/26/2039
ABS,6011,G72219-AB-7,,1.B,FE,2456434,2913228,2549571,2543508,4.321,5.852,11/03/2021,09/22/2037
ABS,6011,G72221-AB-3,,1.A,FE,37414759,45186050,42380864,38783447,4.385,6.843,09/05/2025,09/22/2036
ABS,6012,G9012R-AB-6,,1.A,FE,4065476,4926058,4487976,4266348,4.546,6.708,09/24/2021,04/06/2042
ABS,6012,00024D-AA-1,,1.A,PL,463250000,463250000,463713250,463250000,5.755,6.15,07/02/2024,07/15/2038
ABS,6012,00024D-AC-7,,1.C,PL,62475000,62475000,62537475,62475000,6.055,6.454,07/02/2024,07/15/2038
ABS,6012,00024D-AE-3,,1.F,PL,51000000,51000000,51051000,51000000,6.755,6.532,07/02/2024,07/15/2038
ABS,6012,00024D-AG-8,,2.B,PL,30741667,30741667,30772409,30741667,8.755,8.565,07/02/2024,07/15/2038
ABS,6012,00024D-AL-7,,1.A,PL,354250000,354250000,354604250,354250000,5.755,5.7,08/12/2025,07/15/2038
ABS,6012,00024D-AN-3,,1.C,PL,68250000,68250000,68318250,68250000,6.055,6.563,08/12/2025,07/15/2038
ABS,6012,00024D-AQ-6,,1.F,PL,39000000,39000000,39039000,39000000,6.755,6.532,08/12/2025,07/15/2038
ABS,6012,00024D-AS-2,,2.B,PL,23508333,23508333,23531841,23508333,8.755,8.565,08/12/2025,07/15/2038
ABS,6012,00043*-AA-7,,1.G,PL,262889952,263309099,263309099,263067152,5.653,5.703,01/14/2025,08/08/2036
ABS,6012,00043*-AB-5,,2.C,PL,27505345,27505345,27505345,27523881,5.803,5.794,01/14/2025,08/08/2036
ABS,6012,59565H-AX-3,,1.F,PL,103492617,103492617,103347727,103492617,5.35,5.338,06/30/2022,04/14/2033
ABS,6012,59565H-AZ-8,,3.B,PL,19920000,19920000,19840320,19920000,8.25,8.266,06/30/2022,04/14/2033
ABS,6012,59565H-BE-4,,1.F,PL,21277884,21277884,21277884,21277884,6.536,6.51,06/30/2022,04/14/2033
ABS,6012,59565H-BG-9,,3.B,PL,7200000,7200000,7200000,7200000,9.458,9.439,06/30/2022,04/14/2033
ABS,6012,69291N-AC-6,,1.C,FE,23642260,23643033,23664312,23642260,5.028,5.138,09/10/2025,03/15/2043
ABS,6012,69291N-AD-4,,1.F,FE,50537567,50537901,50411556,50539035,5.342,5.4,09/10/2025,03/15/2043
ABS,6012,69291N-AE-2,,2.C,FE,6847846,6847922,6804096,6848105,6.012,6.086,09/10/2025,03/15/2043
ABS,6012,69291V-AA-2,,1.A,FE,11173686,11173686,11165865,11173686,5.45,5.472,06/20/2024,09/15/2039
ABS,6012,69291V-AB-0,,1.A,FE,20554259,20554495,20953252,20554830,5.842,5.911,06/20/2024,09/15/2039
ABS,6012,69291V-AC-8,,1.C,FE,15867044,15867392,16311679,15865236,6.227,6.4,06/20/2024,09/15/2039
ABS,6012,69291V-AD-6,,1.F,FE,37206164,37206298,38322487,37202277,6.55,6.738,06/20/2024,09/15/2039
ABS,6012,69291V-AE-4,,2.C,FE,17104705,17104996,17703671,17102726,7.492,7.722,06/20/2024,09/15/2039
ABS,6012,69291Y-AB-4,,1.C,FE,30341517,30342473,30937185,30341983,5.811,5.88,05/02/2025,11/15/2042
ABS,6012,69291Y-AC-2,,1.F,FE,62707507,62707777,63748726,62708658,6.237,6.316,05/02/2025,11/15/2042
ABS,6012,69291Y-AD-0,,2.C,FE,15061656,15061666,15558701,15062080,7.334,7.444,05/02/2025,11/15/2042
ABS,6012,69381E-AA-1,,1.A,FE,69903105,69903210,69861268,69912885,5.052,5.098,09/18/2024,10/15/2039
ABS,6012,69381E-AB-9,,1.C,FE,12722009,12722384,12735107,12819030,5.142,4.935,09/18/2024,10/15/2039
ABS,6012,69381E-AC-7,,1.F,FE,55921439,55922568,55967306,55929853,5.432,5.489,09/18/2024,10/15/2039
ABS,6012,69381E-AD-5,,2.C,FE,24885349,24885543,25649529,24889763,6.407,6.488,09/18/2024,10/15/2039
ABS,6012,69453#-AA-1,,2.C,PL,41905066,41905066,41905066,41905066,7.0,7.063,04/28/2025,11/14/2044
ABS,6012,74980Q-AS-0,,1.F,FE,44160000,44160000,44057549,44160000,5.755,5.461,08/28/2025,07/15/2034
ABS,6012,74980Q-AU-5,,2.C,FE,20000000,20000000,19855480,20000000,6.855,6.576,08/28/2025,07/15/2034
ABS,6012,75009C-AE-6,,1.C,FE,6400000,6400000,6403674,6400000,5.934,6.945,01/25/2024,04/20/2037
ABS,6012,75009C-AL-0,,1.F,FE,6400000,6400000,6400851,6400000,6.257,6.301,01/25/2024,04/20/2037
ABS,6012,979888-BE-3,,1.A,FE,26375000,26375000,26100911,26375000,5.734,5.642,03/28/2025,04/20/2037
ABS,6012,979888-BG-8,,1.C,FE,46250000,46250000,45753275,46250000,5.834,5.744,03/28/2025,04/20/2037
ABS,6012,979888-BJ-2,,1.F,FE,78000000,78000000,77130768,78000000,6.384,6.136,03/28/2025,04/20/2037
ABS,6012,979888-BL-7,,2.C,FE,36900000,36900000,36591627,36900000,8.084,7.865,03/28/2025,04/20/2037
ABS,6012,97988F-AQ-1,,1.A,FE,9500000,9500000,9351639,9500000,5.555,5.757,01/28/2025,04/15/2038
ABS,6012,97988F-AS-7,,1.C,FE,57075000,57075000,56454766,57075000,5.655,5.863,01/28/2025,04/15/2038
ABS,6012,97988F-AU-2,,1.F,FE,55500000,55500000,54622767,55500000,6.005,5.728,01/28/2025,04/15/2038
ABS,6012,97988F-AW-8,,2.C,FE,8375000,8375000,8360386,8375000,7.455,7.201,01/28/2025,04/15/2038
ABS,6012,97988M-AY-9,,1.F,FE,15000000,15000000,14953545,15000000,6.384,6.135,08/27/2025,10/18/2037
ABS,6012,97988Q-BC-7,,1.C,FE,39500000,39500000,39085645,39500000,5.784,5.531,11/27/2024,10/20/2036
ABS,6013,97988Q-BE-3,,1.F,FE,51800000,51800000,51235173,51800000,6.234,5.988,11/27/2024,10/20/2036
ABS,6013,97988Q-BG-8,,2.C,FE,32500000,32500000,32701598,32500000,7.784,7.563,11/27/2024,10/20/2036
ABS,6013,97988R-BA-9,,1.A,FE,117500000,117500000,117149263,117500000,5.558,5.34,08/06/2024,10/25/2036
ABS,6013,97988R-BC-5,,1.A,FE,18750000,18750000,18548606,18750000,5.708,5.492,08/06/2024,10/25/2036
ABS,6013,97988R-BE-1,,1.C,FE,3725000,3725000,3686878,3725000,5.808,5.593,08/06/2024,10/25/2036
ABS,6013,97988R-BG-6,,1.F,FE,38700000,38700000,38492529,38700000,6.308,6.1,08/06/2024,10/25/2036
ABS,6013,97988R-BJ-0,,2.C,FE,12625000,12625000,12590193,12625000,8.008,7.827,08/06/2024,10/25/2036
ABS,6013,97988T-AS-7,,1.A,FE,36000000,36000000,35626248,36000000,5.71,5.64,03/31/2025,04/23/2037
ABS,6013,97988T-AU-2,,1.C,FE,54000000,54000000,53420364,54000000,5.81,5.742,03/31/2025,04/23/2037
ABS,6013,97988T-AW-8,,1.F,FE,72000000,72000000,71195904,72000000,6.36,6.136,03/31/2025,04/23/2037
ABS,6013,97988T-AY-4,,2.C,FE,20900000,20900000,20724461,20900000,8.06,7.865,03/31/2025,04/23/2037
ABS,6013,G2950*-AA-7,,1.D,PL,204884502,206118494,206118494,206118494,5.775,7.283,12/11/2023,11/01/2034
ABS,6013,000000-00-0,,1.C,FE,1765262,1921292,1921274,1904955,3.759,4.254,03/20/2024,01/15/2037
ABS,6013,000000-00-0,,1.C,FE,7023231,7638163,7654325,7638163,5.5,5.687,05/24/2024,07/15/2037
ABS,6013,000000-00-0,,1.F,FE,30794165,33490405,33491845,33490405,4.559,4.601,05/24/2024,07/15/2037
ABS,6013,000000-00-0,,1.F,FE,37414046,40599772,40578863,40599772,4.209,4.261,05/31/2024,07/15/2037
ABS,6013,000000-00-0,,2.B,FE,27884564,30258875,30178870,30258875,5.009,5.071,05/31/2024,07/15/2037
ABS,6013,000000-00-0,,2.B,FE,23770934,25852243,25851777,25852243,5.309,5.359,05/24/2024,07/15/2037
ABS,6013,000000-00-0,,2.C,FE,6497374,7050612,7051028,7050612,6.309,6.389,05/31/2024,07/15/2037
ABS,6013,000000-00-0,,1.C,FE,45176954,48766731,48783116,48766731,3.909,4.835,07/12/2024,10/15/2037
ABS,6013,000000-00-0,,1.C,FE,8164510,8813265,8859296,8813265,5.2,5.66,07/12/2024,10/15/2037
ABS,6013,000000-00-0,,1.F,FE,25037830,27027345,26978290,27027345,4.209,4.254,07/12/2024,10/15/2037
ABS,6013,000000-00-0,,2.B,FE,26126431,28202447,28201995,28202447,5.009,5.062,07/12/2024,10/15/2037
ABS,6013,000000-00-0,,1.C,FE,54458360,57579995,57620704,57579995,3.909,4.193,09/18/2024,01/15/2038
ABS,6013,000000-00-0,,1.F,FE,25562087,27027345,27027047,27027345,4.259,4.313,09/18/2024,01/15/2038
ABS,6013,000000-00-0,,2.B,FE,26673482,28202447,28115357,28202447,5.059,5.125,09/18/2024,01/15/2038
ABS,6013,000000-00-0,,2.C,FE,3334185,3525306,3539178,3525306,6.109,6.186,09/18/2024,01/15/2038
ABS,6013,000000-00-0,,1.F,FE,55502237,56404893,56404893,56404893,4.109,4.16,10/28/2025,03/15/2038
ABS,6013,000000-00-0,,2.C,FE,728467,740314,740314,740314,5.009,5.07,10/28/2025,03/15/2038
ABS,6013,000000-00-0,,1.C,Z,28930132,31140201,31102179,31140201,3.659,3.724,03/14/2025,04/15/2038
ABS,6013,000000-00-0,,1.C,Z,54815236,61340321,61446195,61340321,3.759,3.901,01/24/2025,04/15/2038
ABS,6013,000000-00-0,,1.F,Z,38209609,41128568,41128115,41128568,4.159,4.214,03/14/2025,04/15/2038
ABS,6013,000000-00-0,,1.F,Z,20791986,23267018,23148008,23267018,4.009,4.063,01/24/2025,04/15/2038
ABS,6013,000000-00-0,,2.B,Z,17221616,18537233,18536955,18537233,4.809,4.869,03/14/2025,04/15/2038
ABS,6013,000000-00-0,,2.B,Z,17851705,19976733,19911109,19976733,4.759,4.818,01/24/2025,04/15/2038
ABS,6013,000000-00-0,,1.F,FE,22849449,23031998,23031837,23037146,4.159,4.19,10/29/2025,07/15/2038
ABS,6013,000000-00-0,,2.B,FE,16320550,16451427,16451197,16454974,4.709,4.746,10/29/2025,07/15/2038
ABS,6013,000000-00-0,,2.C,FE,293049,293775,294204,293775,5.759,5.815,05/29/2025,07/15/2038
ABS,6013,000000-00-0,,1.C,Z,57519121,61692852,61535782,61692852,3.709,3.767,03/21/2025,10/15/2038
ABS,6013,000000-00-0,,1.F,FE,31762838,31727752,31723660,31727752,4.209,4.221,08/28/2025,10/15/2038
ABS,6013,000000-00-0,,1.F,Z,34995242,37603262,37182218,37603262,4.309,4.363,03/21/2025,10/15/2038
ABS,6013,000000-00-0,,2.B,FE,705841,705061,704951,705061,4.659,4.673,08/28/2025,10/15/2038
ABS,6013,000000-00-0,,2.B,Z,32868069,35253058,35252494,35253058,5.059,5.122,03/21/2025,10/15/2038
ABS,6013,000000-00-0,,2.C,FE,295400,293775,294068,293775,5.709,5.731,08/28/2025,10/15/2038
ABS,6013,000000-00-0,,1.C,FE,8142792,8813265,8831420,8813265,5.5,5.558,03/05/2024,04/15/2039
ABS,6013,000000-00-0,,1.C,FE,20085554,21739386,21740669,21739386,4.109,4.84,03/05/2024,04/15/2039
ABS,6013,000000-00-0,,1.F,FE,39085402,42303670,42305489,42303670,4.559,4.607,03/05/2024,04/15/2039
ABS,6013,000000-00-0,,2.B,FE,17914142,19389182,19392071,19389182,5.559,5.618,03/05/2024,04/15/2039
ABS,6014,000000-00-0,,1.C,FE,29934808,31727752,31745583,31727752,3.959,4.151,08/16/2024,10/15/2039
ABS,6014,000000-00-0,,1.F,FE,24668499,26146018,26145731,26146018,4.209,4.263,08/16/2024,10/15/2039
ABS,6014,000000-00-0,,2.B,FE,7317398,7755673,7769928,7755673,5.209,5.276,08/16/2024,10/15/2039
ABS,6014,000000-00-0,,2.C,FE,3326090,3525306,3537183,3525306,6.609,6.694,08/16/2024,10/15/2039
ABS,6014,000000-00-0,,1.C,FE,36775768,39636188,39665361,39636188,3.859,3.908,10/11/2024,12/15/2039
ABS,6014,000000-00-0,,1.F,FE,21805970,23502039,23501780,23502039,4.209,4.265,10/11/2024,12/15/2039
ABS,6014,000000-00-0,,2.B,FE,12961469,13969612,13969388,13969612,5.009,5.071,10/11/2024,12/15/2039
ABS,6014,000000-00-0,,2.C,FE,3543470,3819081,3835893,3819081,6.059,6.135,10/11/2024,12/15/2039
ABS,6014,000000-00-0,,1.C,Z,38858425,42303670,42200999,42303670,3.709,3.484,02/21/2025,04/15/2040
ABS,6014,000000-00-0,,1.F,Z,27200898,29612569,29199947,29612569,3.959,4.012,02/21/2025,04/15/2040
ABS,6014,000000-00-0,,2.B,Z,14895730,16216407,16004896,16216407,4.609,4.666,02/21/2025,04/15/2040
ABS,6014,000000-00-0,,2.C,Z,1942921,2115183,2115145,2115183,5.309,5.317,02/21/2025,04/15/2040
ABS,6014,000000-00-0,,1.C,Z,57519121,61692852,61535658,61692852,3.709,3.767,03/21/2025,07/15/2040
ABS,6014,000000-00-0,,1.C,Z,46015297,49354281,49228576,49354281,3.709,3.767,03/21/2025,07/15/2040
ABS,6014,000000-00-0,,1.F,FE,11168635,11280979,11280618,11280979,4.159,4.204,06/05/2025,07/15/2040
ABS,6014,000000-00-0,,1.F,Z,38346081,41128568,40667969,41128568,4.309,4.363,03/21/2025,07/15/2040
ABS,6014,000000-00-0,,1.F,Z,27390058,29377549,29048696,29377549,4.309,4.363,03/21/2025,07/15/2040
ABS,6014,000000-00-0,,2.B,Z,32868069,35253058,35252494,35253058,5.059,5.122,03/21/2025,07/15/2040
ABS,6014,000000-00-0,,2.B,Z,26294455,28202447,28201995,28202447,5.059,5.122,03/21/2025,07/15/2040
ABS,6014,000000-00-0,,2.C,FE,6282357,6345550,6353692,6345550,5.009,5.061,06/05/2025,07/15/2040
ABS,6014,000000-00-0,,1.F,FE,51255767,51704485,51698901,51704485,4.159,4.174,09/19/2025,10/15/2040
ABS,6014,000000-00-0,,2.B,FE,687293,693310,693218,693310,4.609,4.628,09/19/2025,10/15/2040
ABS,6014,000000-00-0,,2.C,FE,291226,293775,293717,293775,5.659,5.693,09/19/2025,10/15/2040
ABS,6014,000000-00-0,,1.F,FE,42300198,42597445,42597445,42597445,4.109,4.122,10/03/2025,01/15/2041
ABS,6014,000000-00-0,,1.F,FE,31435922,31727752,31727752,31727752,4.159,4.878,11/28/2025,01/15/2041
ABS,6014,000000-00-0,,2.B,FE,13219833,13312730,13267280,13312730,4.459,4.475,10/03/2025,01/15/2041
ABS,6014,000000-00-0,,2.B,FE,727683,734439,734439,734439,4.709,5.458,11/28/2025,01/15/2041
ABS,6014,000000-00-0,,2.C,FE,291726,293775,291770,293775,5.509,5.537,10/03/2025,01/15/2041
ABS,6014,000000-00-0,,2.C,FE,291073,293775,293775,293775,5.759,6.528,11/28/2025,01/15/2041
ABS,6014,000000-00-0,,1.C,FE,30253916,32902854,32906276,32902854,4.059,4.861,05/24/2024,05/13/2065
ABS,6014,48662L-AG-6,,2.C,FE,2503325,2500000,2488240,2500000,6.871,6.927,09/10/2024,04/23/2034
ABS,6014,48662N-AE-7,,1.F,FE,7185600,7200000,7190748,7176496,5.966,6.895,03/28/2024,04/15/2034
ABS,6014,48662N-AG-2,,2.C,FE,5011600,5000000,4976940,4995708,7.066,7.153,06/26/2024,04/15/2034
ABS,6014,74938R-AG-7,,1.F,FE,23100000,23100000,23121368,23100000,5.755,5.271,08/14/2025,10/15/2038
ABS,6014,74938R-AJ-1,,2.C,FE,34500000,34500000,34457945,34500000,6.605,6.131,08/14/2025,10/15/2038
ABS,6014,74939N-AJ-9,,2.B,FE,17750000,17750000,17750000,17750000,6.282,5.77,11/19/2025,04/17/2039
ABS,6014,74939N-AL-4,,2.C,FE,250000,250000,250000,250000,7.082,6.58,11/19/2025,04/17/2039
ABS,6014,74971C-AN-3,,1.F,FE,35000000,35000000,34918975,35000000,5.705,5.41,10/08/2025,07/15/2036
ABS,6014,74971C-AQ-6,,2.C,FE,8500000,8500000,8438783,8500000,6.905,6.627,10/08/2025,07/15/2036
ABS,6014,749752-AS-0,,1.F,FE,27000000,27000000,26909226,27000000,5.755,5.459,08/07/2025,07/15/2040
ABS,6014,749752-AU-5,,2.C,FE,41150000,41150000,41148601,41150000,6.605,6.321,08/07/2025,07/15/2040
ABS,6014,749762-AE-0,,1.F,FE,42000000,42000000,41768706,42000000,5.905,5.639,05/20/2025,07/15/2038
ABS,6014,749762-AG-5,,2.C,FE,29500000,29500000,29434009,29500000,6.955,6.701,05/20/2025,07/15/2038
ABS,6014,749764-AJ-5,,2.B,FE,22500000,22500000,22317885,22500000,6.305,5.828,08/29/2025,10/15/2040
ABS,6014,749764-AN-6,,2.C,FE,250000,250000,248830,250000,7.105,6.64,08/29/2025,10/15/2040
